id,name
d1029,Antonio Díaz
d1030,Nimród Antal
d1031,Bartosz M. Kowalski
d1032,James Tovell
d1033,Matías Gueilburt
d1034,Natasha Lyonne
d1035,"Chang Chin-jung, Chen Rong-hui"
d1036,Rajkumar Santoshi
d1037,Lance Daly
d1038,Unjoo Moon
d1039,Gil Baroni
d1040,"Thierry Demaizière, Alban Teurlai"
d1041,Glen Keane
d1042,Chris Sivertson
d1043,"Kief Davidson, Pedro Kos"
d1044,Jarand Herdal
d1045,Dan Villegas
d1046,Chris Foggin
d1047,Kim Nguyen
d1048,Karen Maine
d1049,Tim Neeves
d1050,Ben Wheatley
d1051,Maroun Baghdadi
d1052,Philippe Aractingi
d1053,Amin Dora
d1054,Rana Eid
d1055,Daniel Joseph
d1056,Randa Chahal Sabbag
d1057,Ziad Doueiri
d1058,Shady Hanna
d1059,Josef Fares
d1060,"Sam Fell, Chris Butler"
d1061,Ross Boyask
d1062,"David 'Tosh' Gitonga, Michael Jones"
d1063,Ti West
d1064,Aaron Sorkin
d1065,Levan Gabriadze
d1066,Rachel Talalay
d1067,Sam Liu
d1068,Peter Mimi
d1069,Lasja Fauzia Susatyo
d1070,"Pavitra Chalam, Akshay Shankar"
d1071,"Kevin Ko, Peter Tsi"
d1072,Caroline Suh
d1073,Carlos Pérez Osorio
d1074,Ken Ghosh
d1075,Indra Kumar
d1076,B. Subhash
d1077,Harshavardhan Kulkarni
d1078,Neeraj Vora
d1079,Puneet Khanna
d1080,Radha Blank
d1081,"Bigflo & Oli, Jérémie Levypon"
d1082,Eduardo Pinto
d1083,Pavel Kostomarov
d1084,Mike Elliott
d1085,Francis Whately
d1086,Jon Izen
d1087,Christopher Nolen
d1088,"Alastair Fothergill, Jonnie Hughes, Keith Scholey"
d1089,Amy Segal
d1090,Umut Aral
d1091,Umut Kirca
d1092,Sudhir Mishra
d1093,Domenico de Feudis
d1094,Oz Rodriguez
d1095,Salvador Espinosa
d1096,Adrian Teh
d1097,Brad Silberling
d1098,"Elsa Flores Almaraz, Richard J Montoya"
d1099,Carey McKenzie
d1100,Adam Bolt
d1101,Taika Waititi
d1102,"Lindsey Cordero, Armando Croda"
d1103,David LaChapelle
d1104,Mostafa Abu Seif
d1105,Faris Godus
d1106,Rod Lurie
d1107,Stacie Passon
d1108,Jenny Popplewell
d1109,Florian Schott
d1110,Tom Whitworth
d1111,Joe Mantello
d1112,Lee Hirsch
d1113,Page Hurwitz
d1114,Dallas Jackson
d1115,Rajat Kapoor
d1116,Abhishek Chaubey
d1117,Imtiaz Ali
d1118,Navdeep Singh
d1119,Anees Bazmee
d1120,Rikhil Bahadur
d1121,Shawn Levy
d1122,Harry Bradbeer
d1123,"Joshua Tickell, Rebecca Harrell Tickell"
d1124,Sophia Nahli Allison
d1125,Norihisa Hiranuma
d1126,Shigeaki Kubo
d1127,"Shigeaki Kubo, Tsuyoshi Nakakuki"
d1128,Yudai Yamaguchi
d1129,Marwan Hamed
d1130,Smeep Kang
d1131,Raja Chanda
d1132,Tigmanshu Dhulia
d1133,Akashdeep
d1134,Rajesh Ganguly
d1135,Alankrita Shrivastava
d1136,Chandra Liow
d1137,Sekhar Kammula
d1138,Gary Andrews
d1139,Merawi Gerima
d1140,Kubhaer T. Jethwani
d1141,Antonio Campos
d1142,Carles Torras
d1143,James Watkins
d1144,Philippa Lowthorpe
d1145,Pailin Wedel
d1146,Chris Howe
d1147,Peter Sollett
d1148,Steve Bencich
d1149,Tosin Coker
d1150,Javier Colinas
d1151,Dean DeBlois
d1152,Reinhard Klooss
d1153,Shaun Mir
d1154,Satish Rajwade
d1155,Abhijeet Deshpande
d1156,Mahesh Manjrekar
d1157,Prakash Kunte
d1158,Manish Saini
d1159,Kenny Ortega
d1160,Makarand Mane
d1161,Vijay Maurya
d1162,Sameer Patil
d1163,"Kenzo Maihara, Amandha Wyanto"
d1164,Ahmed Nader Galal
d1165,Arati Kadav
d1166,Maïmouna Doucouré
d1167,Pepe Mora
d1168,Marcos Carnevale
d1169,Jeff Orlowski
d1170,Cho Il
d1171,"Pippa Ehrlich, James Reed"
d1172,Tolga Karaçelik
d1173,Davis Guggenheim
d1174,Philip Barantini
d1175,Charlie Kaufman
d1176,Abba T. Makama
d1177,"Junior Carelli, Rudge Campos"
d1178,Ertanto Robby Soediskam
d1179,Mark Steven Johnson
d1180,Felix Binder
d1181,Thor Freudenthal
d1182,Nguyen Thanh Tung
d1183,Baltasar Kormákur
d1184,Conrad Helten
d1185,Ayumu Watanabe
d1186,Hitoshi Namba
d1187,Chris Miller
d1188,Sean Anders
d1189,Abbas Mustan
d1190,Duncan McMath
d1191,"Dan Forgione, Pete Jacobs, Matt Whitlock"
d1192,Francesco Carnesecchi
d1193,Greg Tiernan
d1194,"Mark Thornton, Todd Kauffman"
d1195,Shamzu Zayba
d1196,Jesse V. Johnson
d1197,Brett Haley
d1198,"Chris Roland, Maradona Dias Dos Santos"
d1199,David Galán Galindo
d1200,David Moreton
d1201,Lester Hsi
d1202,Cyrus Nowrasteh
d1203,Isabel Sandoval
d1204,Nathan Wiley
d1205,Wayne Blair
d1206,Atul Sabharwal
d1207,Bernardo Arellano
d1208,Trish Sie
d1209,Hong Won-ki
d1210,Khaled Marei
d1211,Fred Wolf
d1212,Niyi Akinmolayan
d1213,Sammaria Sari Simanjuntak
d1214,Chairun Nissa
d1215,Tom Hooper
d1216,Sergei Bodrov
d1217,Anna Stone
d1218,Cory Edwards
d1219,Faraday Okoro
d1220,"Henry Joost, Ariel Schulman"
d1221,Rebecca Zlotowski
d1222,Sharan Sharma
d1223,Tyler Spindel
d1224,Vicky Wight
d1225,Marc Meyers
d1226,Franziska Meyer Price
d1227,Steven Rinella
d1228,Laura Terruso
d1229,Martín Sastre
d1230,Franck Nataf
d1231,Pascal Amanfo
d1232,Savage Steve Holland
d1233,Mike Doyle
d1234,Darren Grant
d1235,Joseph Ruben
d1236,Mfanelo Ngoma
d1237,Colin Minihan
d1238,"Regina Welker, Nina Wels"
d1239,Honey Trehan
d1240,"Katleho Ramaphakela, Rethabile Ramaphakela"
d1241,Ariel Boles
d1242,Álvaro Delgado-Aparicio L.
d1243,Venkatesh Maha
d1244,Nopparoj Chotmunkongsit
d1245,Aniedi Anwah
d1246,Mickey Fonseca
d1247,Matias Mariani
d1248,Jan Komasa
d1249,Sue Kim
d1250,Paul Solet
d1251,Ben Kasulke
d1252,Gagan Puri
d1253,Teddy Chan
d1254,Bhavin Wadia
d1255,"Tony Bancroft, Scott Christian Sava"
d1256,Tope Alake
d1257,Fernando González Molina
d1258,Yuki Tanada
d1259,Alex Gibney
d1260,Ahn Byoung-wook
d1261,Sibusiso Khuzwayo
d1262,"Lisa Cortés, Farah X"
d1263,Wilson Yip
d1264,"Dave Skinner, Freddie Waters"
d1265,Denis Do
d1266,"Leslye Davis, Catrin Einhorn"
d1267,"Toka McBaror, Tunde Apalowo"
d1268,Peter Sullivan
d1269,Axelle Laffont
d1270,Daniel Oriahi
d1271,Stefano Mordini
d1272,Hayden Guppy
d1273,Stéphane de Freitas
d1274,"André Odendaal, Johan Vorster"
d1275,Cassia Dian
d1276,Amro Salah
d1277,Sue Ding
d1278,Gina Prince-Bythewood
d1279,Wouter Bouvijn
d1280,Funke Akindele
d1281,Bryn Evans
d1282,"Cristina Costantini, Kareem Tabsch"
d1283,Hannah Fidell
d1284,"Chris Renaud, Kyle Balda"
d1285,Scott Zabielski
d1286,"Coodie, Chike"
d1287,QLF
d1288,Sachin Kundalkar
d1289,Puri Jagannadh
d1290,Vishal Mahadkar
d1291,"Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar"
d1292,Anthony D'Souza
d1293,Soumendra Padhi
d1294,Fuwad Khan
d1295,Nishikant Kamat
d1296,Krish
d1297,Kabir Sadanand
d1298,Rachit Kusonkoonsiri
d1299,Shoojit Sircar
d1300,Omung Kumar
d1301,Umesh Shukla
d1302,Devika Bhagat
d1303,Takashi Doscher
d1304,Shubham Singh
d1305,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla"
d1306,Luv Ranjan
d1307,Vikas Bahl
d1308,Neeraj Pandey
d1309,Aanand Rai
d1310,Gurmmeet Singh
d1311,LP
d1312,Rako Prijanto
d1313,Raoul Peck
d1314,Shirley Frimpong-Manso
d1315,"Fabio Ock, Joana Mazzucchelli"
d1316,"Sabina Fedeli, Anna Migotto"
d1317,Kyran Kelly
d1318,Salvador Calvo
d1319,Cem Yılmaz
d1320,Bruce Beresford
d1321,Michael Duggan
d1322,"Almudena Carracedo, Robert Bahar"
d1323,Paul Verhoeven
d1324,Younuts!
d1325,Obi Emelonye
d1326,Daniel Effiong
d1327,Abhijit Panse
d1328,Rachel Griffiths
d1329,David Dobkin
d1330,Oluseyi Asurf
d1331,Eduardo Roy Jr.
d1332,Ravikanth Perepu
d1333,Sooraj R. Barjatya
d1334,"Bonni Cohen, Jon Shenk"
d1335,Anvita Dutt
d1336,Gaspar Antillo
d1337,Eric Notarnicola
d1338,Musthafa
d1339,Ishaya Bako
d1340,"Kate Mulleavy, Laura Mulleavy"
d1341,Akhigbe Ilozobhie
d1342,Apurva Dhar Badgaiyann
d1343,Elissa Down
d1344,Guillaume Pierret
d1345,Olivier Assayas
d1346,"Junichi Sato, Tomotaka Shibayama"
d1347,Pablo Aulita
d1348,Manatsanun Phanlerdwongsakul
d1349,Georges Hachem
d1350,Peter Lepeniotis
d1351,Jim Hosking
d1352,Paco Aguilar
d1353,Greg McLean
d1354,Juan José Campanella
d1355,A. Raajdheep
d1356,"Fajar Bustomi, Pidi Baiq"
d1357,Nicholas Kharkongor
d1358,Michael McKay
d1359,Kitaro Kosaka
d1360,Ali F. Mostafa
d1361,Ayman Makram
d1362,George Gallo
d1363,Ry Russo-Young
d1364,"Barbara Białowąs, Tomasz Mandes"
d1365,"Akhil Paul, Anas Khan"
d1366,Kanika Batra
d1367,Michael Cristofer
d1368,Mohamed Khan
d1369,Adriana Trigiani
d1370,Phil Sgriccia
d1371,Andaç Haznedaroğlu
d1372,Murat Kepez
d1373,Greta Gerwig
d1374,Sam Rega
d1375,Wael Ehsan
d1376,Inas El-Degheidy
d1377,Ahmed Al-Badry
d1378,Sameh Abdulaziz
d1379,Wael Ihsan
d1380,Izidore K. Musallam
d1381,Sherif Arafa
d1382,Yasir Al Yasiri
d1383,Safdar Rahman
d1384,Tomas Brickhill
d1385,Hani Al-Shaibani
d1386,Mamoru Hosoda
d1387,James Franco
d1388,Niall Johnson
d1389,Michael Damian
d1390,Ahmed Zain
d1391,Angshuman Ghosh
d1392,Ahmed Zein
d1393,Alejandro Montiel
d1394,Fernando Frías de la Parra
d1395,Madeleine Parry
d1396,Yu Yang
d1397,Jesse Warn
d1398,"Josh Safdie, Benny Safdie"
d1399,"Hiromasa Yonebayashi, Yoshiyuki Momose, Akihiko Yamashita"
d1400,Michael Showalter
d1401,"Norm Hiscock, Gary Howsam, Mike Smith, John Paul Tremblay, Robb Wells"
d1402,Almunsif Alsuwaisi
d1403,Fouad Al Shatti
d1404,Fouad El-Mohandes
d1405,Andrés Feddersen
d1406,Samir Al Asfory
d1407,Hussein Kamal
d1408,Hassan AbdulSalam
d1409,Houssam El-Din Mustafa
d1410,"Muhammad Fadl, Hany Motawie"
d1411,Lonzo Nzekwe
d1412,"Alex Timbers, Sam Wrench"
d1413,Rebecca Johnson
d1414,Carlos Morett
d1415,Megha Ramaswamy
d1416,Saeed Hamed
d1417,Ali Ragab
d1418,Ahmad El-Badri
d1419,Marcus Raboy
d1420,Haifaa Al-Mansour
d1421,Mohammed Alhmly
d1422,Lucien Bourjeily
d1423,Laura Mañá
d1424,Sivaroj Kongsakul
d1425,Salmeen AlMurry Amer
d1426,Mohit Suri
d1427,Obaid Alhmoudi
d1428,Adekunle Nodash Adejuyigbe
d1429,Sadeq Behbehani
d1430,Dylan Mohan Gray
d1431,Hussein El Ansary
d1432,Claire Scanlon
d1433,Vipul Amrutlal Shah
d1434,Donick Cary
d1435,Will Forbes
d1436,Francesco Amato
d1437,"Damien Chazelle, Houda Benyamina, Laïla Marrakchi, Alan Poul"
d1438,S.A. Zaidi
d1439,Hamad AlSarraf
d1440,He Xiaofeng
d1441,Nadia Hallgren
d1442,Pedro Flores Maldonado
d1443,Joe DeMaio
d1444,Aaron Woodley
d1445,Lucas Margutti
d1446,Ashok Nanda
d1447,Hernán Guerschuny
d1448,Alex Ranarivelo
d1449,Seth Barrish
d1450,Brett Hedlund
d1451,Joe Robert Cole
d1452,Michelle Esrick
d1453,Olivier Abbou
d1454,Jeffrey Schwarz
d1455,"Eric Darnell, Tom McGrath"
d1456,Craig Freimond
d1457,Shirish Kunder
d1458,Mysskin
d1459,Alice Wu
d1460,Joey So
d1461,Dennie Gordon
d1462,Michael M. Scott
d1463,Sion Sono
d1464,"David Chuang, Chen Kuan-chung"
d1465,Chris Bolan
d1466,Omoni Oboli
d1467,Saravana Rajan
d1468,"Muharrem Gülmez, Sırrı Süreyya Önder"
d1469,Sermiyan Midyat
d1470,"Ahmed Yousry, Hazem Fouda"
d1471,Handan İpekçi
d1472,Ferzan Özpetek
d1473,Ashraf Fayeq
d1474,Paul Munger
d1475,Matei Dima
d1476,Jonathan Augustin
d1477,Venky Kudumula
d1478,Amr Arafa
d1479,Michel Hazanavicius
d1480,Ahmed Saleh
d1481,Ahmed Medhat
d1482,Mohamed Yassin
d1483,Chakri Toleti
d1484,Neville Shah
d1485,Upi Avianto
d1486,Yoon Sung-hyun
d1487,Rachel Mason
d1488,Patryk Vega
d1489,Marc Vigil
d1490,Kris Pearn
d1491,Ryan Polito
d1492,Anoop Sathyan
d1493,Müfit Can Saçıntı
d1494,Cüneyt Kaya
d1495,Greg Barker
d1496,Leticia Jorge Romero
d1497,"Adrien Lagier, Ousmane Ly"
d1498,"Ethan Coen, Joel Coen"
d1499,Jon M. Chu
d1500,Diego Pignataro
d1501,Ian Edelman
d1502,Ali Yorgancıoğlu
d1503,Digo Ricio
d1504,Emcy Joseph
d1505,Kranthi Madhav
d1506,Matt D'Elia
d1507,Jeff Chan
d1508,Dean Craig
d1509,"Grand Corps Malade, Mehdi Idir"
d1510,Jay Karas
d1511,Stefano Lodovichi
d1512,Alan Yang
d1513,Perci Intalan
d1514,M. Night Shyamalan
d1515,Chris Robinson
d1516,Eddie Mensore
d1517,Sean Baker
d1518,Padraig Reynolds
d1519,Yorgos Lanthimos
d1520,Michael Dowse
d1521,"Pablo Lejarreta, Luis Alfaro"
d1522,Armando Iannucci
d1523,Akira Saitoh
d1524,Haruka Fujita
d1525,Mukul Anand
d1526,Karan Malhotra
d1527,"David Batra, Jon Rudberg"
d1528,Tarun Mansukhani
d1529,Ramesh Talwar
d1530,Mahesh Bhatt
d1531,Raj Khosla
d1532,Punit Malhotra
d1533,Shashank Khaitan
d1534,Soham Shah
d1535,Karan Johar
d1536,Nikkhil Advani
d1537,Shakun Batra
d1538,"Rajiv Chilaka, Anirban Majumder, Alka Amarkant Dubey"
d1539,Prakash Mehra
d1540,Anand Ravichandran
d1541,"Richard Claus, Karsten Kiilerich"
d1542,Floria Sigismondi
d1543,Renzil D'Silva
d1544,Fritz Böhm
d1545,Ravishankar Venkateswaran
d1546,Vijay S. Bhanushali
d1547,David Hunt
d1548,Stephen S. Campanelli
d1549,Rakesh Ranjan Kumar
d1550,Sam Irvin
d1551,Gary Stretch
d1552,Desingh Periyasamy
d1553,"TJ Sullivan, Greg Rankin"
d1554,Neeraj Udhwani
d1555,Patrice Laliberté
d1556,"Ellen Page, Ian Daniel"
d1557,"Todd Kauffman, Mark Thornton"
d1558,Prentice Penny
d1559,Zsolt Pálfi
d1560,Nawapol Thamrongrattanarit
d1561,Marlene Melchior
d1562,Aaron Lieber
d1563,Tamas Yvan Topolanszky
d1564,"Àlex Pastor, David Pastor"
d1565,Rami Hachache
d1566,Francisco Macri
d1567,Gabriela García Rivas
d1568,"Eric Goode, Rebecca Chaiklin"
d1569,Francesco Lettieri
d1570,John Suits
d1571,"Takeru Nakajima, Yoshiyuki Okada"
d1572,Susan Walter
d1573,Masaaki Yuasa
d1574,Pierre Deschamps
d1575,Jeff Tomsic
d1576,Scot Armstrong
d1577,Naman Nitin Mukesh
d1578,Lynn Novick
d1579,Navjot Gulati
d1580,Stephanie Zwane
d1581,Owen Trevor
d1582,Stephanie Turner
d1583,Liz Garbus
d1584,Mehmet Ada Öztekin
d1585,Jos Humphrey
d1586,Sharmeen Obaid-Chinoy
d1587,Toyin Abraham
d1588,Ruchi Narain
d1589,Christophe Charrier
d1590,Daniel Calparsoro
d1591,Trivikram Srinivas
d1592,Kittiphak Thonguam
d1593,Cristi Puiu
d1594,"Sebastian Jones, Ramez Silyan"
d1595,Carlos Sedes
d1596,"Adam B. Stein, Zach Lipovsky"
d1597,Athiyan Athirai
d1598,Zuko Nodada
d1599,Madonna
d1600,Milton Horowitz
d1601,Sneha Taurani
d1602,Momoko Kamiya
d1603,Matthew Ross
d1604,Lee Kirk
d1605,Ziggy Hofmeyr
d1606,Gustavo Ron
d1607,Yacine Belhousse
d1608,Sam Dunn
d1609,"Kunihiko Yuyama, Motonori Sakakibara"
d1610,"Ali Kalthami, Meshal Aljaser, Faris Godus, Mohamed al Salman, Faisal al Amer"
d1611,Tolu Awobiyi
d1612,Oyefunke Fayoyin
d1613,Jason Orley
d1614,Robert Eagar
d1615,Travis Stevens
d1616,Mick Grogan
d1617,Nora Fingscheidt
d1618,Jeethu Joseph
d1619,Dee Rees
d1620,Sooni Taraporevala
d1621,Linda Korsten
d1622,Tom Barton-Humphreys
d1623,Angelina Jolie
d1624,R.J. Daniel Hanna
d1625,Paco Cabezas
d1626,Peter Billingsley
d1627,Jason Zada
d1628,Avgousta Zourelidi
d1629,"Richard Phelan, Will Becher"
d1630,Rod Cabatana Marmol
d1631,Michał Tylka
d1632,Oliver Kienle
d1633,Brian Webber
d1634,"Takashi Yamazaki, Ryuichi Yagi, Makoto Hanafusa"
d1635,"Pantham Thongsang, Cheewatan Pusitsuksa"
d1636,"Paul Krüger, Anél Stolp"
d1637,"Benny Safdie, Josh Safdie"
d1638,Andres Clariond
d1639,Andrew Dean
d1640,Lars Klevberg
d1641,Lukasz Kosmicki
d1642,Shanavas K. Bavakutty
d1643,Kwabena Gyansah
d1644,Jeff Baena
d1645,Kumaran
d1646,Jared Moshé
d1647,"Austin Peck, Anneliese Vandenberg"
d1648,James Bamford
d1649,"Julia Willoughby Nason, Jenner Furst"
d1650,"Nate Adams, Adam Carolla"
d1651,Ivan Silvestrini
d1652,Robert Krantz
d1653,Gregory Jacobs
d1654,Alfonso Cortés-Cavanillas
d1655,Xavier Manrique
d1656,Richard Gabai
d1657,Alfons Adetuyi
d1658,Thomas Astruc
d1659,Erwin van den Eshof
d1660,G.J. Echternkamp
d1661,Hikari
d1662,Jean-Claude Flamand-Barny
d1663,Lana Wilson
d1664,Shannon Hartman
d1665,David Oelhoffen
d1666,Ramesh Sippy
d1667,"Vir Das, Ajay Bhuyan"
d1668,"Josh Z. Weinstein, Joshua Z. Weinstein"
d1669,Chung Mong-hong
d1670,Johnny Breedt
d1671,César Rodrigues
d1672,Quek Shio-chuan
d1673,"Pablo Stoll, Juan Pablo Rebella"
d1674,Krysia Plonka
d1675,Madhumita
d1676,Debamitra Biswal
d1677,David Lynch
d1678,Tyler Perry
d1679,Caryn Waechter
d1680,Tim Hill
d1681,Numa Perrier
d1682,Brian Helgeland
d1683,Yoshiyuki Momose
d1684,Danny Boyle
d1685,Rima Das
d1686,Paco Plaza
d1687,Andrew Goth
d1688,William Kaufman
d1689,"David Benioff, D.B. Weiss"
d1690,Steve Boettcher
d1691,Mikhil Musale
d1692,Tom Green
d1693,David Lowery
d1694,Maria Ripoll
d1695,Yibrán Asuad
d1696,Edwin
d1697,Vadim Jean
d1698,"Mark A.Z. Dippé, Kyung Ho Lee"
d1699,"Mark A.Z. Dippé, Eondeok Han"
d1700,Mark A.Z. Dippé
d1701,John A. Davis
d1702,Justin Webster
d1703,Tetsuo Yajima
d1704,John Lyde
d1705,Steve Rash
d1706,Ravi Babu
d1707,Soumitra Ranade
d1708,Jon Rosenbaum
d1709,Bruce Leddy
d1710,Yuki Yamato
d1711,Andrew Wessels
d1712,Emir Kusturica
d1713,Odunlade Adekola
d1714,Elisa Fuksas
d1715,Lee Toland Krieger
d1716,"Akiyuki Shinbo, Nobuyuki Takeuchi"
d1717,Ron Oliver
d1718,"Shojiro Nishimi, Guillaume Renard"
d1719,Pepe Bojórquez
d1720,Rhys Thomas
d1721,David M. Rosenthal
d1722,Louise Alston
d1723,Sunkanmi Adebayo
d1724,Falz
d1725,Frank Rajah Arase
d1726,Fernando Meirelles
d1727,Rodrigo Reyes
d1728,Mark Lewis
d1729,Sebastian DiNatale
d1730,"Nuhash Humayun, Syed Ahmed Shawki, Rahat Rahman, Robiul Alam Robi, Golam Kibria Farooki, Mir Mukarram Hossain, Tanvir Ahsan, Mahmudul Islam, Abdullah Al Noor, Krishnendu Chattopadhyay, Syed Saleh Ahmed Sobhan"
d1731,Karan Anshuman
d1732,Farhan Akhtar
d1733,Zoya Akhtar
d1734,Mrighdeep Singh Lamba
d1735,Tsutomu Mizushima
d1736,Reema Kagti
d1737,Jadesola Osiberu
d1738,Vijay Lalwani
d1739,Abhishek Kapoor
d1740,Michael Bay
d1741,Biodun Stephen
d1742,Ding-Lin Wang
d1743,Richard van't Riet
d1744,Shonali Bose
d1745,Lance Bangs
d1746,Robbie Countryman
d1747,Trey Edward Shults
d1748,Sujeeth
d1749,Alexandre Avancini
d1750,Noah Baumbach
d1751,Atsuko Ishizuka
d1752,Eric Aghimien
d1753,Michel Tikhomiroff
d1754,"Robert Kenner, Taki Oldham"
d1755,John Schultz
d1756,Linda Mendoza
d1757,Michelle Johnston
d1758,Vijay Kumar Arora
d1759,Matt Shakman
d1760,Mikhail Red
d1761,Pankaj Batra
d1762,Serge Ou
d1763,Navaniat Singh
d1764,Gaurav Bavdankar
d1765,Jagdeep Sidhu
d1766,Tanawat Aiemjinda
d1767,Mukesh Vohra
d1768,"Syrine Boulanouar, Nekfeu"
d1769,Tudor Giurgiu
d1770,"Luis Ara, Ignacio Jaunsolo"
d1771,Abhishek Sharma
d1772,Mati Diop
d1773,Jérémy Clapin
d1774,Mandla Dube
d1775,Mike Ezuruonye
d1776,Cheta Chukwu
d1777,Roger Russell
d1778,Toka McBaror
d1779,Edward Zwick
d1780,Basava Shankar Eeday
d1781,"Elle-Máijá Tailfeathers, Kathleen Hepburn"
d1782,Sanjiv Jaiswal
d1783,"Marta Jaenes, Rosa Márquez"
d1784,Julien Abraham
d1785,Monika Mitchell
d1786,Eva Orner
d1787,KVR Mahendra
d1788,Juan Carlos Rulfo
d1789,Raj R
d1790,Steve Paley
d1791,Timo Vuorensola
d1792,Robb Dipple
d1793,Eli Roth
d1794,Wash Westmoreland
d1795,Alessandro Angulo
d1796,Mauro Scandolari
d1797,Arjun Jandyala
d1798,"Shashanka Ghosh, Samit Basu"
d1799,Naoko Yamada
d1800,Sergio Pablos
d1801,Valli Bindana
d1802,Makoto Shinkai
d1803,Gautier & Leduc
d1804,Christopher Storer
d1805,Josh Aronson
d1806,Luke Snellin
d1807,Xavier Durringer
d1808,Pawan Kumar
d1809,Phillip Youmans
d1810,Zhang Yimou
d1811,Neal Brennan
d1812,Azazel Jacobs
d1813,Jung Ji-woo
d1814,Matt D'Avella
d1815,Parthiban
d1816,Scott McAboy
d1817,"Raymie Muzquiz, Stu Livingston"
d1818,Joe Menendez
d1819,Eric Bross
d1820,Will Eisenberg
d1821,Marina Seresesky
d1822,Kenny Leon
d1823,Harvey Lowry
d1824,James Dearden
d1825,"Drea Cooper, Zackary Canepari"
d1826,Michael A. Nickles
d1827,Blayne Weaver
d1828,David Michôd
d1829,Marco Bonfanti
d1830,Everardo González
d1831,"Rodrigo Guardiola, Gabriel Cruz Rivas"
d1832,Juani Libonatti
d1833,DJ Chen
d1834,Park Joon-hwa
d1835,Saravana Rajendran
d1836,Matt Kay
d1837,Craig Brewer
d1838,Billy Lyons
d1839,Michael Steed
d1840,Zak Hilditch
d1841,Michael Steiner
d1842,Andrew Slater
d1843,"Glen Goei, Gavin Yap"
d1844,Huw Cordey
d1845,Yuen Woo-ping
d1846,Gillian Robespierre
d1847,Thomas Vinterberg
d1848,Ciarán Foy
d1849,Daniel Sánchez Arévalo
d1850,Don Omope
d1851,Ed Perkins
d1852,Steven Soderbergh
d1853,Udai Singh Pawar
d1854,Guntur Soeharjanto
d1855,Bassam Tariq
d1856,Leslie Iwerks
d1857,Louie Psihoyos
d1858,Ahmet Katıksız
d1859,Jean-François Blais
d1860,"Leïla Sy, Kery James"
d1861,Vince Gilligan
d1862,Bolanle Austen-Peters
d1863,Dennis Rovira van Boekholt
d1864,Naoto Amazutsumi
d1865,Jenny Gage
d1866,Kaila York
d1867,Vandana Kataria
d1868,Onur Bilgetay
d1869,Vincenzo Natali
d1870,Tugçe Soysop
d1871,"Jacob Joice, Steve Ball"
d1872,Luis Javier Henaine
d1873,Anand Kamalakar
d1874,Lee Yoon-jung
d1875,Roy Poortmans
d1876,Vrinda Samartha
d1877,Nicholaus Goossen
d1878,"Stig Bergqvist, Paul Demeyer"
d1879,"Igor Kovalyov, Norton Virgien"
d1880,Danny Cannon
d1881,Mana Yasuda
d1882,Gupse Özay
d1883,Jim Mickle
d1884,"Jumpei Mizusaki, Koji Morimoto, Michael Arias, Masaru Matsumoto, Arthell Isom, Henry Thurlow, Takanobu Mizuno, Elsa Nakamichi, Hajime Sasaki, Shinji Takagi"
d1885,Mangesh Hadawale
d1886,Wong Kar Wai
d1887,Otilia Portillo Padua
d1888,B. V. Nandini Reddy
d1889,Michael J. Bassett
d1890,Rahul Ravindran
d1891,Archie Borders
d1892,Deepti Naval
d1893,Scott Aukerman
d1894,Mariano Barroso
d1895,"Kiko Cruz Claverol, Patricia Font"
d1896,Sandeep Reddy Vanga
d1897,Manny Rodriguez
d1898,Randall Lobb
d1899,Alex Stapleton
d1900,Teng Huatao
d1901,Nzingha Stewart
d1902,Orlando von Einsiedel
d1903,Anubhav Sinha
d1904,Maha Venkatesh
d1905,Tharun Bhascker
d1906,Farhan Alam
d1907,A. L. Vijay
d1908,Petra Costa
d1909,Hayato Date
d1910,"Petra Costa, Lea Glob"
d1911,"Rémy Four, Julien War"
d1912,Alejandro Fernández Almendras
d1913,Jota Linares
d1914,Wagner de Assis
d1915,White Trash Tyler
d1916,Stan Lathan
d1917,Yeung Yat-Tak
d1918,Rai Yuvraj Bains
d1919,Sunil Thakur
d1920,Muh Chen
d1921,Saurabh Sinha
d1922,Ashwin Saravanan
d1923,Julia Knowles
d1924,Tarsem Singh
d1925,Kepa Sojo
d1926,"Vikramaditya Motwane, Anurag Kashyap"
d1927,"Cho Li, Chen Hung-yi, Weica Wang, Liu Bang-yao, Lin Guan-fu, Shen Chi, YC Tom Lee"
d1928,Manu Ashokan
d1929,Anita Udeep
d1930,Vlad Yudin
d1931,Alberto Arnaut Estrada
d1932,Robert Moresco
d1933,Aadish Keluskar
d1934,"Joe Murray, Cosmo Segurson"
d1935,Jesse Moss
d1936,Shin Won-ho
d1937,Sujoy Ghosh
d1938,John Asher
d1939,Alex Burunova
d1940,Jesús Torres Torres
d1941,Camille Shooshani
d1942,Vijay Kumar
d1943,Phanindra Narsetti
d1944,Gideon Raff
d1945,Jorge M. Fontana
d1946,Olivier Afonso
d1947,"Karim Amer, Jehane Noujaim"
d1948,Jay Chapman
d1949,"Jay Karas, Demetri Martin"
d1950,Dante Lam
d1951,Chi Keung Fung
d1952,"Corey Yuen, Patrick Leung"
d1953,To-hoi Kong
d1954,Frank Ariza
d1955,Jerry Seinfeld
