id,name
d1956,Aditya Sarpotdar
d1957,Nisheeta Keni
d1958,Daniel Gray Longino
d1959,Gerardo Olivares
d1960,Wi Ding Ho
d1961,Joe Lynch
d1962,Andreas Pichler
d1963,Daniel Arasanz
d1964,Spike Jonze
d1965,"Marcelo Altmark, Mariano Mucci, Luis A. Scalella"
d1966,Hernán Zin
d1967,Sittisiri Mongkolsiri
d1968,Robbie Grewal
d1969,Thiagarajan Kumararaja
d1970,Kate Horne
d1971,Roberto Girault Facha
d1972,"Alex Díaz, Marcos Bucay"
d1973,Svati Chakravarty Bhatkal
d1974,Kevin Bray
d1975,"Jesse V. Johnson, Jesse Johnson"
d1976,"Miguel Cohan, Miguel Cohan"
d1977,"Luis Alberto Restrepo, Andrés Beltrán, Jaime Rayo"
d1978,Hideaki Anno
d1979,"Hideaki Anno, Kazuya Tsurumaki"
d1980,"Abhijit Kokate, Srivinay Salian"
d1981,Antonin Baudry
d1982,Jon Watts
d1983,Jakob Lass
d1984,"John Haptas, Kristine Samuelson"
d1985,Sanjay Jadhav
d1986,Vinod Kapri
d1987,Elías León
d1988,Kyle Newacheck
d1989,Mark Ritchie
d1990,Rocky Soraya
d1991,Federico Veiroj
d1992,Isabel Coixet
d1993,Grant Sputore
d1994,Juan Antin
d1995,Hanno Olderdissen
d1996,Amar Kaushik
d1997,Eva Trobisch
d1998,Mathieu Auvray
d1999,"Limbert Fabian, Brandon Oldenburg"
d2000,Datta Mohan Bhandare
d2001,Sanjib Dey
d2002,Daniel Yee Heng Chan
d2003,Rakeysh Omprakash Mehra
d2004,Han Han
d2005,Jang Jae-hyun
d2006,Sudabeh Mortezai
d2007,Richard Shepard
d2008,"Mike Diva, Akiva Schaffer"
d2009,Trisha Ziff
d2010,Vasan Bala
d2011,Diego Enrique Osorno
d2012,Pedring A. Lopez
d2013,Sam Cullman
d2014,Francesco Imperato
d2015,Stefon Bristol
d2016,Kate Melville
d2017,Aditya Vikram Sengupta
d2018,Mandie Fletcher
d2019,Aijaz Khan
d2020,Gonzalo López-Gallego
d2021,Abby Epstein
d2022,Hepi Mita
d2023,Che Sandoval
d2024,Jean-Bernard Marlin
d2025,Yee Tung-Shing
d2026,Patricia Font
d2027,Yen Cheng-kuo
d2028,"Alex Parkinson, Richard da Costa"
d2029,Frant Gwo
d2030,Hao Wu
d2031,Felipe Cano
d2032,Gabriela Tagliavini
d2033,Lee Jeong-beom
d2034,William Bindley
d2035,Manav Shah
d2036,Michael Epstein
d2037,Rachel Lears
d2038,Syamsul Yusof
d2039,Mangesh Kanthale
d2040,Herman Yau
d2041,Dar Gai
d2042,Sathyan Anthikad
d2043,Brian Oakes
d2044,Bille August
d2045,Fab Five Freddie
d2046,Sandra Restrepo
d2047,Sarthak Dasgupta
d2048,Jennifer Kaytin Robinson
d2049,Renato De Maria
d2050,Alan Rickman
d2051,Ulises Valencia
d2052,Beyoncé Knowles-Carter
d2053,Richard Curtis
d2054,Suparn Verma
d2055,Anant Balani
d2056,Soukarya Ghosal
d2057,Leena Yadav
d2058,Amitabha Singh
d2059,Hasan Karacadağ
d2060,Chris Nelson
d2061,"Lee Kyoungmi, Yim Pilsung, Jeon Go-woon, Kim Jong-kwan"
d2062,John R. Leonetti
d2063,Jeremiah Jones
d2064,Brie Larson
d2065,"Rocky Soraya, Anggy Umbara"
d2066,Shelly Chopra Dhar
d2067,Shanjey Kumar Perumal
d2068,Tianyu Zhao
d2069,Shazia Ali Khan
d2070,Erik White
d2071,Owen Egerton
d2072,"Sam ""Blitz"" Bazawule"
d2073,Swapnaneel Jayakar
d2074,Kyzza Terrazas
d2075,John Lee Hancock
d2076,Theo Love
d2077,Awi Suryadi
d2078,Raj Babu
d2079,Javier Ruiz Caldera
d2080,"Chanon Yingyong, Phuwanit Pholdee"
d2081,Stuart Sender
d2082,Wenn V. Deramas
d2083,Joyce Bernal
d2084,Maryo J. De los Reyes
d2085,"Karan Shivajirao Chavan, Vikram Tanajirao Patil"
d2086,Amy Schumer
d2087,Richard Loncraine
d2088,Pia Sukanya
d2089,Yann Gozlan
d2090,Lukas Dhont
d2091,"Michael Simon, Matthew McNeil"
d2092,Frank W Chen
d2093,Olivia M. Lamasan
d2094,J.C. Chandor
d2095,Brian Klein
d2096,"Ibrahim Bin Mohamed, Hasan Aljaberi"
d2097,Clark Johnson
d2098,Emmanuel Mouret
d2099,Conor Allyn
d2100,Nuel Naval
d2101,Keoni Waxman
d2102,Isao Yukisada
d2103,A.R. Murugadoss
d2104,Fritz Ofner
d2105,Nottapon Boonprakob
d2106,Xavier Gens
d2107,Jonathan A. Rosenbaum
d2108,Franck Phelizon
d2109,Peter Howitt
d2110,Chiwetel Ejiofor
d2111,"Rodrigo Salomón, Pietro Scappini"
d2112,Miguel Ángel Vivas
d2113,Carlos Vermut
d2114,Sridhar Rangayan
d2115,Michael Blieden
d2116,Pawan K Shrivastava
d2117,Mar Targarona
d2118,Aruna Raje
d2119,Alex Lehmann
d2120,Elisabeth Vogler
d2121,Parambrata Chatterjee
d2122,Woo Min-ho
d2123,Paul Miller
d2124,Michael Del Monte
d2125,Suseenthiran
d2126,Kevin MacDonald
d2127,Matt Tyrnauer
d2128,Prasanth Varma
d2129,Gangadhar Salimath
d2130,Daniel J. Clark
d2131,Marcelo Galvão
d2132,Shanawaz Nellikunnil
d2133,Lars Kaalund
d2134,Hari Nath
d2135,Saket Chaudhary
d2136,Tanuja Chandra
d2137,"Jackie van Beek, Madeleine Sami"
d2138,Sachin Kamlakar Khot
d2139,Daniel Monzón
d2140,Rayka Zehtabchi
d2141,Tom Stern
d2142,Kelly Duane de la Vega
d2143,Julio Medem
d2144,Johnny Kevorkian
d2145,Amshan Kumar
d2146,"Adam Davis, Jerry Kolber, Trey Nelson, Erich Sturm"
d2147,"Hsu Chih-yen, Mag Hsu"
d2148,Rick Morales
d2149,Michael D. Black
d2150,Dan Gilroy
d2151,Mamat Khalid
d2152,Amarjit Virdi
d2153,Nishil Sheth
d2154,Byun Hyuk
d2155,Zoe Berriatúa
d2156,Adam Bhala Lough
d2157,Faozan Rizal
d2158,Mansore
d2159,Kuntz Agus
d2160,"Hanung Bramantyo, Meisa Felaroze"
d2161,Jerrold Tarog
d2162,"Laura Alvea, José Ortuño"
d2163,Gastón Duprat
d2164,"Andy Caballero, Diego Corsini"
d2165,Seren Yüce
d2166,Jonathan Helpert
d2167,André D'Elia
d2168,Skye Borgman
d2169,Hashim Nadeem Khan
d2170,Sarjun
d2171,Feroz
d2172,Syed Atif Ali
d2173,Lee Seung-won
d2174,Rik Reinholdtsen
d2175,Gauravv K Chawla
d2176,Bent-Jorgen Perlmutt
d2177,Hugo Stuven
d2178,Greg Pritikin
d2179,"Kobun Shizuno, Hiroyuki Seshita"
d2180,Kunal Kohli
d2181,Noor Imran Mithu
d2182,Nonzee Nimibutr
d2183,Ísold Uggadóttir
d2184,Lorena Munoz
d2185,Genevieve Nnaji
d2186,"Terry Gilliam, Terry Jones"
d2187,Yanyong Kuruaungkoul
d2188,Lenin Bharathi
d2189,Kunihiko Yuyama
d2190,Ranjit Jeyakodi
d2191,Ram
d2192,John Fortenberry
d2193,Chris Bould
d2194,"Kevin Booth, David Johndrow"
d2195,Paul M. Green
d2196,Julio Fernández Talamantes
d2197,Walter C. Miller
d2198,Noriyuki Abe
d2199,Ellen Brown
d2200,Matt Askem
d2201,Rob Zombie
d2202,Álvaro Brechner
d2203,Rakesh Mehta
d2204,Eduardo Chauvet
d2205,Gonzalo Bendala
d2206,Noam Murro
d2207,Kheiron
d2208,Susanne Bier
d2209,Irek Dobrowolski
d2210,Gilbert Chan
d2211,Rarecho
d2212,Steve Cheng
d2213,Sam Loh
d2214,Jason Lai
d2215,Samit Kakkad
d2216,"Joel Gallen, Tig Notaro"
d2217,Prasobh Vijayan
d2218,Sriram Raghavan
d2219,"Elaine Bogan, John Sanford"
d2220,Michael Cuesta
d2221,David Cronenberg
d2222,Thom Zimny
d2223,James Marsh
d2224,Sean Olson
d2225,Sigrid Andrea Bernardo
d2226,Guillermo de Oliveira
d2227,Manoj Beedha
d2228,Alfonso Cuarón
d2229,"John Hoffman, Nanfu Wang"
d2230,Marco Risi
d2231,Anne Fletcher
d2232,Marek Losey
d2233,Andy Serkis
d2234,Mat King
d2235,Jacob Joice
d2236,Bert Marcus
d2237,Ahsan Rahim
d2238,Andrew Lau Wai-Keung
d2239,Cheang Pou Soi
d2240,Enrique García Meza
d2241,Katarina Launing
d2242,Johnnie To
d2243,Lawrence Cheng
d2244,Prakash Balwant Saini
d2245,Nam Ron
d2246,Baljit Singh Deo
d2247,"Leung Lok Man, Luk Kim-ching"
d2248,Jazz Boon
d2249,Felix Chong
d2250,Dhanush
d2251,Gary Mak
d2252,Liu Jiang
d2253,"Joseduardo Giordano, Sergio Goyri Jr."
d2254,Alice Rohrwacher
d2255,Nandita Das
d2256,Romain Gavras
d2257,Sebastián Hofmann
d2258,"Denny Lu, Mike Myhre"
d2259,Clay Kaytis
d2260,Fernando Colomo
d2261,Robert Vince
d2262,Raditya Dika
d2263,David Paul Meyer
d2264,Daniel Goldhaber
d2265,Fred Cavayé
d2266,"Joel Coen, Ethan Coen"
d2267,V C Abhilash
d2268,Nila Madhab Panda
d2269,Timo Tjahjanto
d2270,Nakul Singh Sawhney
d2271,"Nishanth Ravindaran, Jathin Sanker Raj"
d2272,Swapna Waghmare Joshi
d2273,"Aitor Arregi, Jon Garaño"
d2274,Erik Matti
d2275,Christopher Guest
d2276,Vincent Kok
d2277,Christian Zübert
d2278,David Mackenzie
d2279,Tejas Prabha Vijay Deoskar
d2280,Matheus Souza
d2281,Sara Dosa
d2282,Bradley Walsh
d2283,Orson Welles
d2284,Morgan Neville
d2285,Indrajit Nattoji
d2286,Raj Kumar Gupta
d2287,Remo D'Souza
d2288,Arnab Chaudhuri
d2289,Rana Ranbir
d2290,"Priyadarshan, Kookie V. Gulati"
d2291,Vivek Agnihotri
d2292,Habib Faisal
d2293,Bobby Roth
d2294,Halder Gomes
d2295,Amitoj Mann
d2296,B. Unnikrishnan
d2297,Madhur Bhandarkar
d2298,Sajid Khan
d2299,Saji Surendran
d2300,Ksshitij Chaudhary
d2301,Sundar C.
d2302,Gary Binkow
d2303,Nikhil Advani
d2304,Navinder Pal Singh
d2305,Kunal Deshmukh
d2306,R. Kannan
d2307,Gaurav Narayanan
d2308,Kevin Layne
d2309,Jennifer M. Kroot
d2310,Akin Omotoso
d2311,Dani de la Torre
d2312,Tinge Krishnan
d2313,Aleksey German
d2314,Sergio Barrejón
d2315,Sandi Tan
d2316,Vijay Yelakanti
d2317,S.S. Rajamouli
d2318,"Joanna Lombardi, Bruno Ascenzo"
d2319,Kim Jee-woon
d2320,Rajesh Touchriver
d2321,David Lam
d2322,Thiru
d2323,Tom Forrest
d2324,Anik Datta
d2325,Shaad Ali
d2326,Gareth Evans
d2327,Paul Urkijo Alijo
d2328,Johanna Demetrakas
d2329,Padraic McKinley
d2330,Rizal Mantovani
d2331,Kief Davidson
d2332,"Rusty Cundieff, Darin Scott"
d2333,Kabir Bhatia
d2334,Chris Eigeman
d2335,Olaf de Fleur
d2336,Tamara Jenkins
d2337,Kavi Raz
d2338,Nick Simon
d2339,"Eric Idle, Aubrey Powell"
d2340,Anthony Giordano
d2341,Will Yapp
d2342,Eric Idle
d2343,"Terry Hughes, Ian MacNaughton"
d2344,"Roger Graef, James Rogan"
d2345,Terry Jones
d2346,Ian MacNaughton
d2347,Albert Sharpe
d2348,Simranjit Singh Hundal
d2349,N. Linguswamy
d2350,Deep Joshi
d2351,Manjeet Maan
d2352,Shagufta Rafique
d2353,Tinu Pappachan
d2354,Amarpreet G S Chabbra
d2355,Paresh Mokashi
d2356,Rohit Jugraj
d2357,Atharv Baluja
d2358,Vishal Bhardwaj
d2359,Shashanka Ghosh
d2360,Puneet Sira
d2361,Aziz Mirza
d2362,Sameer Sharma
d2363,Chandan Arora
d2364,Rajan Madhav
d2365,Raaghav Dar
d2366,Ishi Rudell
d2367,David Lee Miller
d2368,Amit Saxena
d2369,Jaivi Dhanda
d2370,Suman Ghosh
d2371,Kabir Khan
d2372,Akshay Akkineni
d2373,Nidhi Sharma
d2374,"Mastan Alibhai Burmawalla, Abbas Alibhai Burmawalla"
d2375,Vipin Parashar
d2376,Vikram Pradhan
d2377,Vijay
d2378,Sartaj Singh Pannu
d2379,Ayaan Mukherji
d2380,Sidharth Malhotra
d2381,Saket Behl
d2382,Anjum Shahzad
d2383,Ken Kwapis
d2384,Monique Gardenberg
d2385,Han Yan
d2386,Jeremy Saulnier
d2387,Kim A. Snyder
d2388,"Álvaro Longoria, Gerardo Olivares"
d2389,Anthony Byrne
d2390,"Rashida Jones, Alan Hicks"
d2391,Ariel Vromen
d2392,Nicole Holofcener
d2393,Alessio Cremonini
d2394,Joram Lürsen
d2395,Madeleine Gavin
d2396,"Kevin R. Adams, Joe Ksander"
d2397,Ian Samuels
d2398,Franck Ribière
d2399,Peter Ho
d2400,Qaushiq Mukherjee
d2401,Onir
d2402,Jatla Siddartha
d2403,Kanwal Sethi
d2404,Samuel Jouy
d2405,Shivam Nair
d2406,Jordan Brady
d2407,Todd Biermann
d2408,Patrick Graham
d2409,Mike Clattenburg
d2410,Han Qing
d2411,Ashwiny Iyer Tiwari
d2412,Atlee Kumar
d2413,Ravi Udyawar
d2414,R. Balki
d2415,Shree Narayan Singh
d2416,Manuel Martín Cuenca
d2417,Susan Johnson
d2418,Y. Joon Chung
d2419,Rucha Humnabadkar
d2420,Mike Newell
d2421,Jake Szymanski
d2422,Abhishek Varman
d2423,Sabir Khan
d2424,Nikhil Nagesh Bhat
d2425,"Xiaoxing Yi, Yoshitaka Takeuchi, Haoling Li"
d2426,Lauren Miller Rogen
d2427,"Vikas Bahl, Nitesh Tiwari"
d2428,Khalid Mohamed
d2429,Sanjay Leela Bhansali
d2430,Prem Soni
d2431,Prabhu Deva
d2432,Mandeep Kumar
d2433,"Jesse Handsher, Olivier Roland"
d2434,Pablo Giorgelli
d2435,Ted Emery
d2436,Tony Datis
d2437,"Raúl Campos, Jan Suter"
d2438,Ben Young
d2439,Kirby Dick
d2440,Chris Jenkins
d2441,Diego Cohen
d2442,Lee Eung-bok
d2443,Jody Hill
d2444,Samu Fuentes
d2445,Alexandre Espigares
d2446,Scott L. Montoya
d2447,Sam Voutas
d2448,Raj Kaushal
d2449,"Bo Burnham, Christopher Storer"
d2450,K.C. Bokadia
d2451,Samir Soni
d2452,Juan Antonio de la Riva
d2453,"Bert Marcus, Cyrus Saidi"
d2454,Shlok Sharma
d2455,Yayo Herrero
d2456,Matt Palmer
d2457,Rodrigo Triana
d2458,Elaine McMillion Sheldon
d2459,Federico D'Alessandro
d2460,Seiji Mizushima
d2461,Myriam Aziza
d2462,Gerard Barrett
d2463,Rene Liu
d2464,"Madeleine Parry, Jon Olb"
d2465,"Zoya Akhtar, Karan Johar, Anurag Kashyap, Dibakar Banerjee"
d2466,Oded Raz
d2467,"Mariana Tschudi, Héctor Gálvez"
d2468,Ramón Salazar
d2469,Eduardo Mendoza de Echave
d2470,Craig Johnson
d2471,Jeffrey Walker
d2472,Shadab Khan
d2473,Nattawut Poonpiriya
d2474,Felix Starck
d2475,Norberto López Amado
d2476,Alex Richanbach
d2477,Tig Notaro
d2478,Brit McAdams
d2479,Mercedes Cordova
d2480,Hayao Miyazaki
d2481,"Anthony Abrams, Adam Larson Broder"
d2482,"Trey Borzillieri, Barbara Schroeder"
d2483,Bobcat Goldthwait
d2484,Dani Levy
d2485,Sonny Mallhi
d2486,Andrew Niccol
d2487,Isabelle Nanty
d2488,"Rob Epstein, Jeffrey Friedman"
d2489,Antonio Morabito
d2490,Rene Bueno
d2491,John Woo
d2492,Patricia Ferreira
d2493,Jimmy Henderson
d2494,Devashish Makhija
d2495,Amal Neerad
d2496,"Fluvio Iannuci, Roly Santos"
d2497,Julius R. Nasso
d2498,Lucas Figueroa
d2499,Alex Timbers
d2500,Alfonso Rodríguez
d2501,"Guillermo Garcia, David Cantolla"
d2502,Priyadarshan
d2503,Dito Montiel
d2504,Vicente Villanueva
d2505,Amit Roy
d2506,Teddy Lussi-Modeste
d2507,Dawn Porter
d2508,Ben Shelton
d2509,Curro Velázquez
d2510,Robert Smigel
d2511,Max Amini
d2512,"Jason Sussberg, David Alvarado"
d2513,"Célia Catunda, Kiko Mistrorigo, Rodrigo Eba"
d2514,Sang-ho Yeon
d2515,Andy Fickman
d2516,Olivia Milch
d2517,"David Sington, Heather Walsh"
d2518,Pedro Coutinho
d2519,Joshua Marston
d2520,Eleonore Pourriat
d2521,Peter Webber
d2522,Peter Orton
d2523,Marja Lewis Ryan
d2524,Ryan Koo
d2525,Hatem Khraiche
d2526,Derek Peck
d2527,Jennifer Morrison
d2528,Hèctor Hernández Vicens
d2529,Kader Aoun
d2530,Abhay Chopra
d2531,Diego Lerman
d2532,Farah Khan
d2533,Ananda Krishnan
d2534,Amol Palekar
d2535,Joe Miale
d2536,Olivia Newman
d2537,Jared Stern
d2538,Lennart Ruff
d2539,Dan Lucchesi
d2540,Mijke de Jong
d2541,Daryl Hannah
d2542,Michael Larnell
d2543,Advait Chandan
d2544,Brandon Camp
d2545,Alison Klayman
d2546,Yoo Byung-jae
d2547,Sunao Katabuchi
d2548,Johan Brisinger
d2549,Maria Sadowska
d2550,Yang Woo-seok
d2551,John L. Spencer
d2552,Victor Cook
d2553,Kazuya Murata
d2554,Martin Zandvliet
d2555,Uraaz Bahl
d2556,"Paul Solet, Rick Benattar"
d2557,Ben Wallis
d2558,Robin Aubert
d2559,Mitch Gould
d2560,Lars Büchel
d2561,Amit Barot
d2562,Carlo Padial
d2563,"Mike Smith, John Paul Tremblay, Robb Wells"
d2564,Milind Dhaimade
d2565,Hong-seon Kim
d2566,Duncan Jones
d2567,Hang-Jun Jang
d2568,Fumihiko Sori
d2569,Mariano Baez
d2570,Stephanie Laing
d2571,Anand Tiwari
d2572,"Roberta Grossman, Sophie Sartain"
d2573,David Bruckner
d2574,Tamta Gabrichidze
d2575,Ari Sandel
d2576,Julius Onah
d2577,Ildiko Enyedi
d2578,You-Jeong Chang
d2579,Dan Forrer
d2580,Selima Taibi
d2581,Marty Callner
d2582,"Javier Ambrossi, Javier Calvo"
d2583,David Wain
d2584,Isaac Florentine
d2585,Scott Moran
d2586,"Santiago Diaz, Pablo Martin Farina"
d2587,Charles Stone III
d2588,"Matt Angel, Suzanne Coote"
d2589,Chris Baugh
d2590,"Latif Faiziyev, Umesh Mehra"
d2591,Rajiv Mehra
d2592,Rhiannon Bannenberg
d2593,David Mrnka
d2594,Maya Forbes
d2595,Choi Jin-seong
d2596,Milind Rau
d2597,Craig Elrod
d2598,Jose Manuel Colón
d2599,Yasuhiro Irie
d2600,Alethea Jones
d2601,Jay Baruchel
d2602,Ludovic Bernard
d2603,Noël Wells
d2604,Patrick Brice
d2605,Daniel Kontur
d2606,Diego Kaplan
d2607,"Marco Deufemia, Justin G. Dyck"
d2608,Lydia Tenaglia
d2609,Varun Narvekar
d2610,Seth Henrikson
d2611,Benson Lee
d2612,Umesh Mehra
d2613,Drew Heriot
d2614,Joel Crawford
d2615,Michael Barrett
d2616,"Evan Spiridellis, Jeff Gill"
d2617,Leopoldo Aguilar
d2618,"Nana Ekvtimishvili, Simon Gross"
d2619,Olivier Jean-Marie
d2620,"Myles Kane, Josh Koury"
d2621,Shreyas Talpade
d2622,Jon Alpert
d2623,Ibai Abad
d2624,"Barbra Streisand, Jim Gable"
d2625,Josh Wakely
d2626,Jacob Kornbluth
d2627,Alain Desrochers
d2628,Go Koga
d2629,Christian Charles
d2630,Bronwen Hughes
d2631,John Ridley
d2632,Pali Yahya
d2633,Alo Sarkar
d2634,Iñaki Dorronsoro
d2635,"Ali Bin Matar, Ibrahim Bin Mohamed"
d2636,Ali Samadi Ahadi
d2637,D Ho
d2638,Judah Friedlander
d2639,Errol Morris
d2640,Alex Israel
d2641,Griffin Dunne
d2642,Katherine Dieckmann
d2643,"Heidi Ewing, Rachel Grady"
d2644,Jeremy Rush
d2645,Reem Kherici
d2646,Ranjit Tiwari
d2647,David Stubbs
d2648,Shakti Samanta
d2649,Mahmoud al Massad
d2650,Yesim Ustaoglu
d2651,Jan Suter
d2652,Lucy Cohen
d2653,Mahmoud Sabbagh
d2654,Borja Cobeaga
d2655,David France
d2656,Brandon Jones
d2657,Geun-hyun Cho
d2658,Carlos Therón
d2659,Francesco Carrozzini
d2660,Karen J. Lloyd
d2661,Vibeke Idsøe
d2662,"Carlos Algara, Alejandro Martinez-Beltran"
d2663,Jacob LaMendola
d2664,Ritesh Batra
d2665,Dylan Howitt
d2666,Nabil Ayouch
d2667,Louis J. Horvitz
d2668,Warren P. Sonoda
d2669,Álex de la Iglesia
d2670,Chris Moukarbel
d2671,Ana Lily Amirpour
d2672,Michael Bonfiglio
d2673,Yance Ford
d2674,Fernando Lebrija
d2675,"Rodrigo Toro, Francisco Schultz"
d2676,José Miguel Contreras
d2677,Toshiyuki Kubooka
d2678,Todd S. Yellin
d2679,Mohammed Hussain
d2680,Eli Craig
d2681,Shammi Kapoor
d2682,Florian Schnell
d2683,"Josh Izenberg, Wynn Padula"
d2684,"Gastón Duprat, Mariano Cohn"
d2685,Gary Wang
d2686,Raz Degan
d2687,Israel Adrián Caetano
d2688,"Mariano Cohn, Gastón Duprat"
d2689,Sarah Adina Smith
d2690,Cate Shortland
d2691,Adam Wingard
d2692,"Daniel Lindsay, T.J. Martin"
d2693,Tommy Wirkola
d2694,Jean-Claude La Marre
d2695,Jorge Hernandez Aldana
d2696,Will Canon
d2697,Rob Silvestri
d2698,Matthias Hoene
d2699,Bryan Fogel
d2700,Fabrice Du Welz
d2701,John Butler
d2702,Ali Scher
d2703,Maz Jobrani
d2704,Isaac Rentz
d2705,Christopher Murray
d2706,Claude Lelouch
d2707,Vanessa Roth
d2708,Jim Strouse
d2709,Kasper Collin
d2710,Fazila Allana
d2711,Eric Abrams
d2712,Agustí Villaronga
d2713,Harry Chaskin
d2714,Marti Noxon
d2715,Stefan Brogren
d2716,Pat Healy
d2717,Nicolas Brossette
d2718,Serdar Akar
d2719,Lekh Tandon
d2720,Doesjka van Hoogdalem
d2721,Sushil Majumdar
d2722,Geetu Mohandas
d2723,Paulo Oriol
d2724,Oskar Santos
d2725,Bill D'Elia
d2726,Brian Knappenberger
d2727,Brent Bonacorso
d2728,Nitesh Tiwari
d2729,"Roy Burdine, Johnny Castuciano"
d2730,Jay Bulger
d2731,"Kip Andersen, Keegan Kuhn"
d2732,Iginio Straffi
d2733,Arun Chidambaram
d2734,Caio Cobra
d2735,Cal Seville
d2736,Michael John Warren
d2737,Chang-Min Lee
d2738,Oren Uziel
d2739,Manika Sharma
d2740,"Timo Tjahjanto, Kimo Stamboel"
d2741,Jun-seong Kim
d2742,Edward Cotterill
d2743,Onur Tukel
d2744,Jayaprakash Radhakrishnan
d2745,Rob Meyer
d2746,Anita Barbosa
d2747,Ketan Mehta
d2748,Daniel Wilner
d2749,Alberto Rodríguez
d2750,Joe Piscatella
d2751,Rahul Dholakia
d2752,Jean-Patrick Benes
d2753,Hiroyuki Seshita
d2754,"Lygia Barbosa da Silva, Eliane Brum"
d2755,Kundan Shah
d2756,So Yong Kim
d2757,Alina Teodorescu
d2758,Filip Renc
d2759,"Dylan Bank, Daniel DiMauro, Morgan Pehme"
d2760,Sean Foley
d2761,Pierre Coré
d2762,Liz Plonka
d2763,Jeff Garlin
d2764,"Jan Suter, Raúl Campos"
d2765,Michael Barnett
d2766,Jessica Yu
d2767,K. Rajagopal
d2768,Praveen Nischol
d2769,Lucien Jean-Baptiste
d2770,Sean Cisterna
d2771,Sudhanshu Saria
d2772,Dilip Mehta
d2773,"Isaki Lacuesta, Isa Campo"
d2774,Kitty Green
d2775,Evan Katz
d2776,Gauri Shinde
d2777,Oliver Schmitz
d2778,"Felix Herngren, Måns Herngren"
d2779,"Jill Bauer, Ronna Gradus, Rashida Jones"
d2780,Fernando Coimbra
d2781,Adam Leon
d2782,Andrea Molaioli
d2783,Marie Madinier
d2784,Miguel Ángel Lamata
d2785,Steven Brill
d2786,Antonio Serrano
d2787,"Grant S. Johnson, Ippsie Jones"
d2788,Joe Swanberg
d2789,Louis C.K.
d2790,Alexandre Reinecke
d2791,Jamal Hill
d2792,K. Ramanlal
d2793,Maris Curran
d2794,Avinash Arun
d2795,Jason Spingarn-Koff
d2796,A. Salaam
d2797,Eduardo Casanova
d2798,Daniel Burman
d2799,Kike Maíllo
d2800,Laurent Bouzereau
d2801,Gordon Anderson
d2802,Charlie McDowell
d2803,Meghan O'Hara
d2804,Tommy O'Haver
d2805,Lonny Price
d2806,Sydney Freeland
d2807,Jung-woo Park
d2808,James Ivory
d2809,Santosh Sivan
d2810,Erik Canuel
d2811,"Peter Middleton, James Spinney"
d2812,Shashilal K. Nair
d2813,Marcel Barrena
d2814,Gerard McMurray
d2815,Selvamani Selvaraj
d2816,"Seth Barrish, Mike Birbiglia"
d2817,Lô Politi
d2818,Tomas Portella
d2819,Macon Blair
d2820,Keith Scholey
d2821,Juan Pablo Buscarini
d2822,Thomas Stuber
d2823,"Sam Dunn, Scot McFadyen"
d2824,Raúl Arévalo
d2825,Matías Bize
d2826,Michael Paul Stephenson
d2827,Colin Dench
d2828,Ricky Gervais
d2829,"Joachim Fest, Christian Herrendoerfer"
d2830,"Scott Aukerman, Akiva Schaffer"
d2831,Malik Vitthal
d2832,Joaquín Mazón
d2833,Jonás Trueba
d2834,Peter DeLuise
d2835,Alejandra Márquez Abella
d2836,Sébastien Betbeder
d2837,Adam Randall
d2838,Marco Dutra
d2839,Mario Rouleau
d2840,Aniruddha Roy Chowdhury
d2841,Chester Tam
d2842,Hannes Stöhr
d2843,Andreas Prochaska
d2844,Maximilian Erlenwein
d2845,Burhan Qurbani
d2846,Hubert Woroniecki
d2847,Alistair Legrand
d2848,Mir-Jean Bou Chaaya
d2849,Jeannie Gaffigan
d2850,Babak Anvari
d2851,Emily Hagins
d2852,Greg Richardson
d2853,Uwe Boll
d2854,Mitch Schauer
d2855,Rohit Mittal
d2856,"Steve Hickner, Simon J. Smith"
d2857,Diego Luna
d2858,Jorge Michel Grau
d2859,"Riki Lindhome, Jeremy Konner"
d2860,Vikram Gandhi
d2861,Sean Hanish
d2862,Sinan Akkuş
d2863,Matt Bell
d2864,James Hawes
d2865,Elite Zexer
d2866,James Yukich
d2867,Nic Mathieu
d2868,Chris Kelly
d2869,Roman Gackowski
d2870,Benjamin Dickinson
d2871,Sacha Wolff
d2872,Adam Nimoy
d2873,Elizabeth Wood
d2874,Robert McCullough Jr.
d2875,Shrihari Sathe
d2876,Ralph Macchio
d2877,Ricardo Maldonado
d2878,Vetrimaaran
d2879,Linas Phillips
d2880,Jeff Margolis
d2881,Bauddhayan Mukherji
d2882,María Jose Cuevas
d2883,Chris Sparling
d2884,"Jan Suter, Raúl Campos Delgado"
d2885,"Shannon Hartman, Michelle Caputo"
d2886,Houda Benyamina
d2887,Volker Weicker
d2888,Manjeet Singh
d2889,Lorene Machado
d2890,"Kief Davidson, Richard Ladkani"
d2891,Richard Mears
d2892,Moto Sakakibara
d2893,Emilio Martínez Lázaro
d2894,Osgood Perkins
d2895,Werner Herzog
d2896,Julien Rambaldi
d2897,Yvan Attal
d2898,Benjamin Weill
d2899,Roger Gual
d2900,Thomas Sorriaux
d2901,Clovis Cornillac
d2902,Jonathan Demme
d2903,Dave Higby
d2904,Richie Smyth
d2905,Riccardo Pilizzeri
d2906,Guilherme Fontes
d2907,Aamir Bashir
d2908,David Schalko
d2909,Pieter Kuijpers
d2910,Prashant Nair
d2911,"Paul Taublieb, Jon Freeman"
d2912,Riccardo Milani
